Date/Time,ZONE1:Zone Total Internal Total Heating Energy [J](Hourly),ZONE2:Zone Total Internal Total Heating Energy [J](Hourly),ZONE3:Zone Total Internal Total Heating Energy [J](Hourly),ZONE4:Zone Total Internal Total Heating Energy [J](Hourly),ZONE1:Zone People Occupant Count [](Hourly),ZONE1:Zone People Total Heating Energy [J](Hourly),ZONE2:Zone People Occupant Count [](Hourly),ZONE2:Zone People Total Heating Energy [J](Hourly),ZONE3:Zone People Occupant Count [](Hourly),ZONE3:Zone People Total Heating Energy [J](Hourly),ZONE4:Zone People Occupant Count [](Hourly),ZONE4:Zone People Total Heating Energy [J](Hourly),ZONE1:Zone Lights Total Heating Energy [J](Hourly),ZONE2:Zone Lights Total Heating Energy [J](Hourly),ZONE3:Zone Lights Total Heating Energy [J](Hourly),ZONE4:Zone Lights Total Heating Energy [J](Hourly),ZONE1:Zone Electric Equipment Total Heating Energy [J](Hourly),ZONE2:Zone Electric Equipment Total Heating Energy [J](Hourly),ZONE3:Zone Electric Equipment Total Heating Energy [J](Hourly),ZONE4:Zone Electric Equipment Total Heating Energy [J](Hourly),ZONE1:Zone Windows Total Transmitted Solar Radiation Energy [J](Hourly),ZONE2:Zone Windows Total Transmitted Solar Radiation Energy [J](Hourly),ZONE3:Zone Windows Total Transmitted Solar Radiation Energy [J](Hourly),ZONE4:Zone Windows Total Transmitted Solar Radiation Energy [J](Hourly),ZONE1:Zone Mean Radiant Temperature [C](Hourly),ZONE2:Zone Mean Radiant Temperature [C](Hourly),ZONE3:Zone Mean Radiant Temperature [C](Hourly),ZONE4:Zone Mean Radiant Temperature [C](Hourly),ZONE1:Zone Mean Air Dewpoint Temperature [C](Hourly),ZONE2:Zone Mean Air Dewpoint Temperature [C](Hourly),ZONE3:Zone Mean Air Dewpoint Temperature [C](Hourly),ZONE4:Zone Mean Air Dewpoint Temperature [C](Hourly),ZONE1:Zone Air Temperature [C](Hourly),ZONE1:Zone Air Relative Humidity [%](Hourly),ZONE1:Zone Thermostat Heating Setpoint Temperature [C](Hourly),ZONE1:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),ZONE2:Zone Air Temperature [C](Hourly),ZONE2:Zone Air Relative Humidity [%](Hourly),ZONE2:Zone Thermostat Heating Setpoint Temperature [C](Hourly),ZONE2:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),ZONE3:Zone Air Temperature [C](Hourly),ZONE3:Zone Air Relative Humidity [%](Hourly),ZONE3:Zone Thermostat Heating Setpoint Temperature [C](Hourly),ZONE3:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),ZONE4:Zone Air Temperature [C](Hourly),ZONE4:Zone Air Relative Humidity [%](Hourly),ZONE4:Zone Thermostat Heating Setpoint Temperature [C](Hourly),ZONE4:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),ZONE1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),ZONE1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),ZONE1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Outdoor Air Sensible Heating Energy [J](Hourly),ZONE1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Outdoor Air Sensible Cooling Energy [J](Hourly),ZONE2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),ZONE2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),ZONE2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Outdoor Air Sensible Heating Energy [J](Hourly),ZONE2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Outdoor Air Sensible Cooling Energy [J](Hourly),ZONE3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),ZONE3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),ZONE3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Outdoor Air Sensible Heating Energy [J](Hourly),ZONE3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Outdoor Air Sensible Cooling Energy [J](Hourly),ZONE4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),ZONE4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),ZONE4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Outdoor Air Sensible Heating Energy [J](Hourly),ZONE4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Outdoor Air Sensible Cooling Energy [J](Hourly),ZONE1:Zone Mechanical Ventilation Current Density Volume Flow Rate [m3/s](Hourly),ZONE2:Zone Mechanical Ventilation Current Density Volume Flow Rate [m3/s](Hourly),ZONE3:Zone Mechanical Ventilation Current Density Volume Flow Rate [m3/s](Hourly),ZONE4:Zone Mechanical Ventilation Current Density Volume Flow Rate [m3/s](Hourly) 
 01/08  13:00:00,4151250.0,4151250.0,4151250.0,4151250.0,9.375,2531250.0,9.375,2531250.0,9.375,2531250.0,9.375,2531250.0,540000.0,540000.0,540000.0,540000.0,1080000.0,1080000.0,1080000.0,1080000.0,860852.9019779972,753776.4303240391,401046.9484033955,517379.4737675112,16.88022387166151,16.88976162547696,16.619435268032107,16.775137198820234,9.33018505393184,9.41787153642189,9.330185039973104,9.417871553896111,20.000000000000047,50.19596522493381,20.0,24.0,19.99999999999994,50.49298938355623,20.0,24.0,20.00000000000003,50.19596522448473,20.0,24.0,20.000000000000037,50.49298839393637,20.0,24.0,11147001.614405156,413765.10977174676,9229054.769103632,0.0,11195837.63732944,503164.9421940219,9229759.89236836,0.0,11257725.49628095,413804.4828064427,9229054.769084104,0.0,11175294.640350057,503156.2262192411,9229759.89238789,0.0,0.1735045683931726,0.17351526545881022,0.1735045683928852,0.1735152654590942 
 01/08  14:00:00,4995000.0,4995000.0,4995000.0,4995000.0,12.5,3375000.0,12.5,3375000.0,12.5,3375000.0,12.5,3375000.0,540000.0,540000.0,540000.0,540000.0,1080000.0,1080000.0,1080000.0,1080000.0,399982.431651486,340064.42151492109,244651.08345052775,307353.5023357729,17.05605853437025,17.07310401223464,16.881911739822045,17.021823243307464,9.826077046269488,9.959156640483569,9.826077251255363,9.959156678185997,19.999999999999955,51.89922904538034,20.0,24.0,20.00000000000006,52.364289132683158,20.0,24.0,19.999999999999976,51.89922901677257,20.0,24.0,20.000000000000037,52.364289133416217,20.0,24.0,10132818.649761577,466989.4070674959,8771594.667873307,0.0,10174580.730901385,589035.0664041269,8772506.506232437,0.0,10194796.57326699,467013.51475409648,8771594.667842852,0.0,10123590.144189952,589008.9065673967,8772506.50626632,0.0,0.17358904323049027,0.1736058097339401,0.17358904322993716,0.17360580973456767 
 01/08  15:00:00,4995000.0,4995000.0,4995000.0,4995000.0,12.5,3375000.0,12.5,3375000.0,12.5,3375000.0,12.5,3375000.0,540000.0,540000.0,540000.0,540000.0,1080000.0,1080000.0,1080000.0,1080000.0,262678.7832093985,223166.92253644329,170044.90051271529,214386.3992310771,17.193597010014277,17.221457262497226,17.077035328457563,17.205554746735698,10.201509224740079,10.260370203441509,10.201509222728707,10.260370209827725,19.999999999999976,53.21866540816564,20.0,24.0,19.99999999999996,53.42836410977018,20.0,24.0,19.999999999999998,53.21866435530493,20.0,24.0,20.00000000000011,53.42836148098021,20.0,24.0,9958193.095257087,640379.7690656026,8696785.528081814,0.0,9988731.14798072,713300.2894384324,8697325.226971714,0.0,9979636.589776041,640391.2348689464,8696785.528069519,0.0,9920522.997272913,713258.7699676127,8697325.226982153,0.0,0.17363919021395747,0.1736467539810158,0.17363919021379993,0.17364675398112409 
 01/08  16:00:00,4995000.0,4995000.0,4995000.0,4995000.0,12.5,3375000.0,12.5,3375000.0,12.5,3375000.0,12.5,3375000.0,540000.0,540000.0,540000.0,540000.0,1080000.0,1080000.0,1080000.0,1080000.0,259601.8729236553,190158.4773975022,137183.7272893227,151355.57169363524,17.37419870970908,17.39299734612039,17.267128706601516,17.379072365066958,10.502169277453979,10.598060307756278,10.502169257056933,10.598060260811215,19.999999999999984,54.3002150756573,20.0,24.0,20.000000000000044,54.64945800331807,20.0,24.0,19.999999999999959,54.30021559538798,20.0,24.0,20.000000000000044,54.64945909177329,20.0,24.0,9578860.946901266,524418.1671544397,8471684.079706982,0.0,9610796.076957215,606344.7258192384,8472272.191778634,0.0,9595236.634676692,524425.4048640323,8471684.079684243,0.0,9549635.226609122,606313.0349770297,8472272.191805745,0.0,0.17368464053004094,0.17369724594477657,0.17368464052956779,0.17369724594534889 
 01/08  17:00:00,3307500.0,3307500.0,3307500.0,3307500.0,6.25,1687500.0,6.25,1687500.0,6.25,1687500.0,6.25,1687500.0,540000.0,540000.0,540000.0,540000.0,1080000.0,1080000.0,1080000.0,1080000.0,20691.80423707235,13923.991796119799,10306.145574701402,10453.056307099223,17.269134337591994,17.311040613638118,17.220530563022164,17.32517807531352,10.418541501055895,10.315694838305197,10.41854153766769,10.315694947352407,19.999999999999955,53.99842519385041,20.0,24.0,20.000000000000033,53.63008431653444,20.0,24.0,19.99999999999996,53.99842415431036,20.0,24.0,20.000000000000047,53.63008532037322,20.0,24.0,10306627.83371803,672834.1825755411,8458038.863446609,0.0,10325441.32257384,612078.5136300055,8457593.88665976,0.0,10283622.972255694,672820.9505631983,8458038.863472704,0.0,10248350.904179033,612038.7493057012,8457593.886623545,0.0,0.17363776389706754,0.1736244813477966,0.17363776389769426,0.17362448134694589 
 01/08  18:00:00,2463750.0,2463750.0,2463750.0,2463750.0,3.125,843750.0,3.125,843750.0,3.125,843750.0,3.125,843750.0,540000.0,540000.0,540000.0,540000.0,1080000.0,1080000.0,1080000.0,1080000.0,0.0,0.0,0.0,0.0,17.223132489151955,17.276565353328363,17.205857517404956,17.31728978595363,10.053322624090886,10.013565344446049,10.05332270395611,10.013565350928405,20.000000000000069,52.69322043775699,20.0,24.0,19.999999999999916,52.55346553604671,20.0,24.0,20.00000000000002,52.69322147641923,20.0,24.0,20.000000000000047,52.55346451575526,20.0,24.0,10677696.242853446,291265.98727557898,8447831.624842994,0.0,10687874.707440719,224821.56611457334,8447349.495470342,0.0,10630509.317507564,291254.6260348968,8447831.624850031,0.0,10593156.373115709,224803.66339319244,8447349.495468056,0.0,0.17360996305966559,0.17360492626634425,0.1736099630596699,0.17360492626645333 
 01/08  19:00:00,1620000.0,1620000.0,1620000.0,1620000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540000.0,540000.0,540000.0,540000.0,1080000.0,1080000.0,1080000.0,1080000.0,0.0,0.0,0.0,0.0,16.328235583528959,16.404520582843259,16.39746113171272,16.53122406992704,9.95053262811651,9.938558220038454,9.950532634984379,9.938558028543241,16.07532172974852,67.00444571017967,16.0,100.0,16.063719580655297,66.99473688871717,16.0,100.0,16.07550292765663,67.00374611520134,16.0,100.0,16.064019003135525,66.99355953142661,16.0,100.0,4855730.372698955,483726.7432431248,4875336.867417844,0.0,4813974.375712784,372626.9014234132,4863144.304343815,0.0,4780215.17176345,485552.9845166537,4773938.913616219,0.0,4713761.107780537,372703.29222708239,4863443.387410642,0.0,0.17107105770399937,0.1710628816913231,0.17107116407286283,0.17106305736190378 
 01/08  20:00:00,1080000.0,1080000.0,1080000.0,1080000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080000.0,1080000.0,1080000.0,1080000.0,0.0,0.0,0.0,0.0,15.457647023933085,15.546336809277293,15.56265534231148,15.707255002365353,9.767923670803008,9.64900169970796,9.767923693380255,9.649001830267532,16.00000005239281,66.48871781806122,16.0,100.0,16.000001858745166,65.96218945575198,16.0,100.0,16.000000052051658,66.4887178313595,16.0,100.0,16.00000180764761,65.96219010946709,16.0,100.0,137361.00081342303,413583.2998720808,5219386.779656955,0.0,79420.01509448246,347773.8548212729,5219013.235970831,0.0,70562.70321648549,432857.05259397785,5219386.778265856,0.0,24242.228417116163,392288.35977561076,5219013.119481488,0.0,0.17121572995745627,0.17120117803741578,0.17121572995762183,0.17120117800643876 
 01/08  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.629419137146698,14.723231743757628,14.736825994160297,14.876110752848552,9.592876079339968,9.58699061270414,9.592876059306916,9.586990596937195,16.000000000000786,65.7111019111011,16.0,100.0,16.000000001452574,65.6913135994832,16.0,100.0,16.000000000000779,65.71110156423899,16.0,100.0,16.000000001414283,65.69131363745965,16.0,100.0,759716.7940251398,65610.03382837522,4913436.068843063,0.0,720441.8851198816,18096.47035818827,4913107.943681806,0.0,660205.5103002779,65604.48140305291,4913436.068839776,0.0,604796.8356748662,18094.745758234243,4913107.943570171,0.0,0.17120943648970975,0.17120889460115838,0.1712094364893847,0.17120889460218567 
 01/08  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.30713077069562,14.396915496835634,14.394445269899097,14.527416934156959,9.944984700266476,10.103975371291563,9.944984688706575,10.103975379075811,16.000000000000005,67.28223063355664,16.0,100.0,16.00000000000109,68.00208112846075,16.0,100.0,15.999999999999995,67.28223164977767,16.0,100.0,16.000000000001117,68.00208113311987,16.0,100.0,961340.1376418974,0.0,4694931.804471878,0.0,735516.561572448,4753.933150968174,4695641.36118335,0.0,865376.9920560289,0.0,4694931.804463021,0.0,619164.926540669,4753.455124327746,4695641.361195635,0.0,0.17121486338672377,0.1712347667136239,0.17121486338653373,0.1712347667137528 
 01/08  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.120859165406378,14.208725374835334,14.195474615010197,14.319227218711442,10.143983808845677,10.248356330069914,10.143983792294569,10.248356359557644,15.999999999999992,68.18505796841804,16.0,100.0,16.000000000000005,68.66325492193774,16.0,100.0,15.999999999999995,68.185057268023,16.0,100.0,16.000000000000019,68.66325493705962,16.0,100.0,1071981.9977384599,0.0,4667355.8461108659,0.0,928644.5964790908,0.0,4667733.333006281,0.0,980378.8251538571,0.0,4667355.846103377,0.0,818082.4005545675,0.0,4667733.333018518,0.0,0.17123475785524179,0.17124798206957363,0.17123475785496679,0.17124798207006645 
 01/08  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.001877566076658,14.087225697670427,14.0661290981552,14.184960831199382,10.318746235814063,10.377698877665557,10.318746234721802,10.377698868792722,16.000000000000005,68.98598799405731,16.0,100.0,15.999999999999993,69.25836993690105,16.0,100.0,16.000000000000008,68.98598799339685,16.0,100.0,15.999999999999993,69.25836922569087,16.0,100.0,1018455.9612338175,6988.480887494643,4597213.344779482,0.0,919834.5518572742,33906.89371756602,4597533.9969358439,0.0,931034.3620298896,6987.9633925887165,4597213.344776967,0.0,813222.9385326891,33903.77697651164,4597533.996935416,0.0,0.17124930046344137,0.1712568344842015,0.17124930046342316,0.17125683448405264 
 01/09  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.911454105743119,13.99591664078278,13.969728551484759,14.084493277061937,10.31100135765671,10.300803504983714,10.311001358551282,10.300803502990512,16.000000000000005,68.9502640423273,16.0,100.0,15.999999999999986,68.90328533835363,16.0,100.0,16.000000000000005,68.95026404286908,16.0,100.0,16.000000000000008,68.90328463764702,16.0,100.0,1019465.6257434163,16938.42570685057,4597231.351396899,0.0,977789.5471058295,7934.049108085788,4597195.66684155,0.0,933814.2141892809,16937.175389799402,4597231.351397499,0.0,873996.4679675247,7933.329763095821,4597195.666839313,0.0,0.17122043497688603,0.1712191361672457,0.17122043497690107,0.17121913616721239 
 01/09  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.845436877521465,13.928550284077505,13.898227282853746,14.010741916417615,10.30068394580447,10.297250594249505,10.300683946044055,10.297250594330136,16.000000000000015,68.90273216021605,16.0,100.0,15.999999999999984,68.88692321834056,16.0,100.0,16.0,68.90273286021731,16.0,100.0,16.00000000000001,68.88692146923218,16.0,100.0,1062779.89832321,4095.870156608146,4597181.313119781,0.0,1023882.8454739134,54.41128163341773,4597164.204332747,0.0,978587.1111974134,4095.571688800203,4597181.313120211,0.0,920819.7610669872,54.40646906862412,4597164.204332655,0.0,0.1712216547213914,0.17122121762419974,0.17122165472139543,0.17122121762420107 
 01/09  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.790925434923962,13.873577099856443,13.84038034908019,13.950157889866276,10.151886960212443,10.033771440731276,10.151886904300293,10.033771399315575,16.000000000000008,68.22182500528648,16.0,100.0,16.000000000000008,67.68669271657717,16.0,100.0,16.000000000000008,68.22182572048897,16.0,100.0,16.000000000000005,67.68669337294257,16.0,100.0,1096378.3113040312,260110.61825173535,4596799.846381152,0.0,1058909.2170214924,177536.9859628874,4596472.640028398,0.0,1012732.6983173208,260091.83800859034,4596799.846390623,0.0,957044.7590822256,177521.41332374197,4596472.64000682,0.0,0.17120916661436984,0.17119437711902456,0.17120916661476158,0.17119437711816086 
 01/09  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7399838717475,13.823188665452962,13.789228481574734,13.895261416371456,9.931018372939552,9.87119727217743,9.931018367979349,9.871197300150192,16.000000000000005,67.21875596472721,16.0,100.0,16.00000000000004,66.95091812221254,16.0,100.0,16.000000000000005,67.2187566457733,16.0,100.0,16.000000000000005,66.95091916031667,16.0,100.0,1182451.8919932007,62162.788588930096,4695047.978591919,0.0,1189396.7948550429,6204.579353713916,4694648.112421478,0.0,1097467.801058934,62158.26201535453,4695047.9785931999,0.0,1088380.2912602835,6204.039962649836,4694648.112427827,0.0,0.1711814430785318,0.17117404299828643,0.17118144307845027,0.1711740429987457 
 01/09  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.719778920650925,13.79968012936096,13.761076767586057,13.866675447356542,10.105143843226792,10.21362773671923,10.105143827724236,10.21362768312198,16.0,68.00802930657794,16.0,100.0,16.000000000000015,68.50380304950501,16.0,100.0,15.999999999999995,68.00802929727854,16.0,100.0,16.000000000000008,68.5038030672731,16.0,100.0,1333962.1702562334,0.0,4468579.595534229,0.0,1205037.8981318356,0.0,4468943.448076207,0.0,1252637.934174276,0.0,4468579.595526733,0.0,1104123.2517769295,0.0,4468943.448091751,0.0,0.17120325652279692,0.17121696123018438,0.1712032565225399,0.17121696123067557 
 01/09  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.78104661001045,14.840648069462349,14.740353704286683,14.829920200852385,10.143943468170015,10.075572030165361,10.143943548074564,10.07557138589983,20.002550718090608,53.00705801963587,20.0,24.0,20.006070250647054,52.75603546209987,20.0,24.0,20.002732798145908,53.00647745108915,20.0,24.0,20.00637990605542,52.75504964259418,20.0,24.0,4072324.0290070448,395433.2359058835,7435619.555882925,0.0,3990351.4945686359,395457.93523250639,7438435.149045695,0.0,4037059.0994874148,400182.0466651076,7435767.731879427,0.0,3909807.5999580889,403399.3035191025,7438688.125921947,0.0,0.1734803637030787,0.1734732119928101,0.1734804705889327,0.1734733937056516 
 01/09  07:00:00,843750.0,843750.0,843750.0,843750.0,3.125,843750.0,3.125,843750.0,3.125,843750.0,3.125,843750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.507806096427429,15.566449677077096,15.453150046512145,15.53848890959697,9.793789672448199,9.595779813589438,9.793789614949644,9.595779699909988,19.999999999999984,51.786351149539488,20.0,24.0,20.000000000000044,51.10421879939687,20.0,24.0,20.0,51.78634964999609,20.0,24.0,20.000000000000005,51.10421974276958,20.0,24.0,2597953.9079090335,698212.29042079,7723025.527481462,0.0,2664586.594311693,524898.8283360865,7721874.606508249,0.0,2557947.118789209,698187.4354200567,7723025.527500555,0.0,2577951.602519336,524859.0308438185,7721874.606361275,0.0,0.1736093814659084,0.17358479076025158,0.17360938146639563,0.17358479075822628 
 01/09  08:00:00,2463750.0,2463750.0,2463750.0,2463750.0,3.125,843750.0,3.125,843750.0,3.125,843750.0,3.125,843750.0,540000.0,540000.0,540000.0,540000.0,1080000.0,1080000.0,1080000.0,1080000.0,0.0,0.0,0.0,0.0,16.4487760102425,16.50142615108247,16.40601948593135,16.488956259192386,9.389386557300167,9.33976005693779,9.389386560299722,9.339760002290916,19.999999999999934,50.395933269743007,20.0,24.0,19.999999999999955,50.230093554815947,20.0,24.0,19.99999999999998,50.39593178095641,20.0,24.0,20.000000000000044,50.23009210414873,20.0,24.0,10616190.18511682,265873.456997398,7826430.100915895,0.0,10656471.329716279,157275.73587955524,7825705.041028758,0.0,10576855.973200944,265864.8256132774,7826430.100921351,0.0,10582806.424647442,157265.69549547087,7825705.041029861,0.0,0.17360421541100033,0.1735982420365704,0.1736042154108984,0.17359824203697564 
 01/09  09:00:00,4995000.0,4995000.0,4995000.0,4995000.0,12.5,3375000.0,12.5,3375000.0,12.5,3375000.0,12.5,3375000.0,540000.0,540000.0,540000.0,540000.0,1080000.0,1080000.0,1080000.0,1080000.0,85603.71097250527,86418.88347327875,46604.27834554979,59153.9216736575,17.11135092069756,17.159958609652337,17.071184526064049,17.15892509433211,9.964841106289163,10.114146286196917,9.964841075610002,10.114146313293452,19.99999999999991,52.383626422772668,20.0,24.0,20.000000000000033,52.90890813977031,20.0,24.0,19.999999999999948,52.383625383283547,20.0,24.0,19.99999999999986,52.908910235144727,20.0,24.0,8816158.667145359,454618.19085665178,7581226.185138607,0.0,8840671.29256218,608929.832839004,7582227.499024497,0.0,8781996.631862406,454605.9360752125,7581226.185109456,0.0,8774823.350164913,608896.2611271376,7582227.499055295,0.0,0.173771117292742,0.1737900908762148,0.17377111729223294,0.17379009087674114 
 01/09  10:00:00,4995000.0,4995000.0,4995000.0,4995000.0,12.5,3375000.0,12.5,3375000.0,12.5,3375000.0,12.5,3375000.0,540000.0,540000.0,540000.0,540000.0,1080000.0,1080000.0,1080000.0,1080000.0,411847.5816769722,431079.743571825,193792.82845103838,248973.94012108708,17.56630682103007,17.62024788244745,17.472790609417488,17.57774330219182,10.016775231916475,9.980140093419884,10.01677524560788,9.980140085575723,20.0,52.56482118941222,20.0,24.0,19.99999999999994,52.43646284803247,20.0,24.0,19.999999999999998,52.56482119951659,20.0,24.0,19.99999999999993,52.43646233956676,20.0,24.0,8392774.537889714,841766.8092544602,7504449.243596313,0.0,8396418.481247671,825216.0204220516,7504341.5211562779,0.0,8403444.949212598,841775.1444685134,7504449.243604901,0.0,8374006.191925466,825200.3117606962,7504341.5211436,0.0,0.17385878496136868,0.17385414320322135,0.17385878496159844,0.17385414320288776 
 01/09  11:00:00,4995000.0,4995000.0,4995000.0,4995000.0,12.5,3375000.0,12.5,3375000.0,12.5,3375000.0,12.5,3375000.0,540000.0,540000.0,540000.0,540000.0,1080000.0,1080000.0,1080000.0,1080000.0,756531.7580839597,745350.7259078666,336548.93993592486,439094.21659221456,17.983323310970325,18.02753363388517,17.79478393212158,17.923176113513454,9.981370732249916,10.015932872265858,9.981370716115487,10.015932895646717,20.000000000000019,52.44037948536735,20.0,24.0,19.99999999999993,52.56276137076721,20.0,24.0,20.0,52.44037999521954,20.0,24.0,20.000000000000094,52.56275984213362,20.0,24.0,8131884.697693133,645997.2443498375,7525100.676462851,0.0,8127840.991891058,655566.3456784951,7525161.218066887,0.0,8213122.277047308,646040.9228181137,7525100.676454449,0.0,8157859.754500376,655582.9790788955,7525161.218079992,0.0,0.17388005667636309,0.17388448400331683,0.1738800566760923,0.1738844840037097 
 01/09  12:00:00,4151250.0,4151250.0,4151250.0,4151250.0,9.375,2531250.0,9.375,2531250.0,9.375,2531250.0,9.375,2531250.0,540000.0,540000.0,540000.0,540000.0,1080000.0,1080000.0,1080000.0,1080000.0,964252.8863140519,888289.3622095971,423656.7310472004,557153.0297162903,18.27211198820123,18.28886095987649,17.993024937770984,18.145669966529089,10.27366536969034,10.354184852292264,10.273665428386009,10.354184796345236,20.0,53.47724238299893,20.0,24.0,19.999999999999969,53.76653249760036,20.0,24.0,20.000000000000005,53.477241309969638,20.0,24.0,20.0000000000001,53.76653144776762,20.0,24.0,8175534.075674706,404434.071427137,7441672.267098032,0.0,8183307.933253243,478895.329729735,7442145.364754117,0.0,8313508.18866636,404480.9974789545,7441672.267081909,0.0,8234639.5909874639,478916.1462049388,7442145.364772717,0.0,0.17392659535309144,0.17393706606368229,0.17392659535273759,0.17393706606408855 
 01/09  13:00:00,4151250.0,4151250.0,4151250.0,4151250.0,9.375,2531250.0,9.375,2531250.0,9.375,2531250.0,9.375,2531250.0,540000.0,540000.0,540000.0,540000.0,1080000.0,1080000.0,1080000.0,1080000.0,1024216.7792048239,899704.6541862816,448737.09629068276,581302.6069812224,18.54207152739312,18.534937018716943,18.201960370449155,18.37051444320527,10.623716613528098,10.688465981533862,10.623716602719482,10.68846599011495,19.999999999999984,54.74058717675084,20.0,24.0,20.000000000000026,54.977100693252278,20.0,24.0,20.000000000000019,54.740585552300988,20.0,24.0,20.00000000000003,54.97710232341038,20.0,24.0,7802557.225567586,458133.18525578457,7259546.934046207,0.0,7819252.609718858,537195.9713118881,7260038.871186344,0.0,7966399.995477863,458197.5036410194,7259546.934034345,0.0,7877041.639184621,537222.5038201218,7260038.871196696,0.0,0.1740149131559641,0.17402348080150366,0.1740149131557771,0.17402348080165265 
 01/09  14:00:00,4995000.0,4995000.0,4995000.0,4995000.0,12.5,3375000.0,12.5,3375000.0,12.5,3375000.0,12.5,3375000.0,540000.0,540000.0,540000.0,540000.0,1080000.0,1080000.0,1080000.0,1080000.0,873275.4096727279,723991.3950345725,399759.6018577523,485320.98941691327,18.77981035843949,18.756708196691198,18.449331706724498,18.61548523211264,10.518104069830605,10.426804773954596,10.518104102720367,10.426804818018694,19.999999999999984,54.359178367612098,20.0,24.0,20.000000000000005,54.03235641999233,20.0,24.0,19.999999999999955,54.35917891507186,20.0,24.0,19.999999999999984,54.03235693429388,20.0,24.0,7488729.51700641,979321.5214236153,7401589.011032527,0.0,7517627.234759564,925662.7546563424,7401241.3704444109,0.0,7657378.219512871,979461.6487198791,7401589.011052712,0.0,7577910.513972201,925710.1943124872,7401241.370415327,0.0,0.17407210327908799,0.174060257448678,0.1740721032796532,0.17406025744791488 
